=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.03 14:25:38 =~=~=~=~=~=~=~=~=~=~=~=
2130 336 2674 16
2131 337 2680 19
2131 335 2678 9
2132 335 2678 0
2129 333 2678 0
2131 335 2682 0
2131 335 2676 6
2131 336 2678 6
2131 335 2675 6
2130 332 2670 9
2131 335 2677 3
2130 336 2674 0
2131 334 2671 0
2131 335 2677 0
2129 332 2676 0
2130 335 2670 0
2131 336 2680 6
2130 335 2675 6
2131 333 2675 6
2129 334 2679 6
2130 335 2676 6
2132 335 2678 9
2131 334 2678 3
2131 334 2679 -3
2129 333 2680 3
2131 334 2678 9
2131 335 2680 3
2131 335 2682 0
2131 335 2679 0
2130 334 2678 0
2131 336 2680 0
2131 336 2676 6
2131 333 2685 6
2131 335 2668 3
2130 333 2677 6
2131 335 2679 0
2132 336 2676 -3
2130 335 2682 0
2131 334 2679 3
2129 333 2657 3
2131 335 2677 0
2132 335 2675 0
2131 335 2680 3
2131 334 2677 16
2130 333 2682 23
2131 336 2669 16
2132 335 2674 6
2131 335 2673 0
2132 334 2681 0
2130 334 2651 3
2131 334 2680 9
2132 336 2674 9
2132 335 2677 0
2131 335 2673 -6
2130 333 2672 -3
2131 335 2683 3
2131 336 2677 3
2132 335 2680 0
2132 335 2677 3
2130 333 2678 3
2132 335 2683 3
2132 336 2661 6
2132 334 2665 0
2132 335 2681 -6
2130 333 2664 0
2131 336 2682 3
2133 336 2664 0
2132 334 2678 0
2131 335 2677 -3
2131 333 2677 3
2131 335 2678 9
2132 336 2664 3
2132 335 2680 0
2132 335 2704 0
2131 334 2681 3
2131 334 2682 6
2132 336 2678 3
2132 334 2677 3
2133 335 2681 6
2131 333 2681 -3
2132 335 2676 -6
2132 336 2678 3
2132 334 2661 3
2133 335 2674 0
2131 333 2679 0
2132 335 2665 3
2133 337 2675 3
2132 335 2661 3
2133 336 2674 3
2131 333 2678 3
2131 336 2674 6
2133 335 2705 3
2132 335 2677 0
2132 334 2675 3
2131 334 2671 9
