=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.03 14:07:10 =~=~=~=~=~=~=~=~=~=~=~=
2169 343 2673 6
2169 344 2670 0
2169 343 2666 -13
2169 342 2670 -23
2168 341 2665 -16
2169 344 2670 -6
2170 344 2695 -6
2169 343 2678 -3
2170 343 2673 -3
2167 341 2663 -3
2169 343 2663 0
2170 344 2677 0
2169 343 2674 0
2169 342 2654 0
2167 341 2672 0
2168 344 2669 0
2170 344 2652 0
2169 343 2651 0
2170 343 2676 3
2169 341 2673 9
2169 343 2679 13
2170 344 2679 6
2170 343 2673 6
2170 342 2673 6
2168 341 2677 0
2170 344 2677 0
2170 344 2672 0
2170 344 2673 0
2170 343 2670 0
2168 341 2673 0
2169 344 2678 0
2171 344 2675 0
2170 345 2679 9
2170 343 2668 19
2169 341 2674 9
2170 345 2657 -9
2171 345 2673 -9
2170 344 2669 3
2170 343 2672 6
2169 342 2674 16
2170 345 2674 13
2170 344 2677 -3
2170 343 2674 -3
2170 343 2666 0
2169 341 2674 3
2170 345 2675 13
2171 346 2674 13
2170 343 2664 9
2170 343 2665 16
2169 342 2672 9
2170 343 2668 0
2171 344 2677 3
2171 344 2672 3
2171 343 2673 0
2168 342 2678 0
2170 343 2671 -6
2171 344 2665 -6
2171 343 2669 3
2171 343 2670 3
2168 341 2669 3
2170 344 2674 3
2170 345 2671 0
2171 344 2674 0
2171 343 2676 6
2169 341 2669 9
2171 343 2669 3
2171 344 2678 0
2171 343 2673 3
2171 344 2668 6
2170 341 2641 6
2169 343 2666 6
2172 344 2674 9
2171 343 2665 6
2171 344 2667 0
2169 341 2669 0
2171 344 2675 3
2172 344 2672 6
2170 344 2658 0
2171 344 2669 0
2169 341 2673 9
2171 344 2666 3
2171 344 2676 -3
2171 344 2671 6
2170 343 2671 6
2169 341 2657 3
2171 343 2667 6
2172 345 2672 6
2172 343 2674 0
2171 343 2669 -3
2170 341 2672 3
2170 344 2665 6
2172 344 2669 6
2172 343 2672 9
2171 343 2709 9
2170 341 2672 3
2171 344 2674 0
2172 345 2672 3
2172 343 2675 3
2172 344 2673 3
2170 341 2670 0
2171 343 2673 3
2172 344 2666 6
2172 344 2672 0
2171 343 2670 0
2169 341 2669 0
2172 343 2667 0
2172 344 2672 3
2172 343 2665 6
2172 343 2677 3
2170 342 2673 3
2172 344 2670 6
2172 344 2676 6
2172 344 2674 0
2172 343 2673 -3
2170 341 2673 3
2172 344 2671 3
2173 345 2663 0
2172 344 2668 -6
2172 343 2680 -6
2170 341 2670 0
2172 343 2673 0
2172 344 2675 -3
2172 344 2674 3
2171 343 2670 6
2170 342 2685 0
2172 343 2672 0
2174 344 2674 3
2171 343 2675 6
2171 344 2674 6
2171 341 2675 3
2172 343 2665 0
2173 344 2674 6
2173 345 2673 6
2172 343 2671 6
2170 341 2668 6
2172 344 2671 3
2173 344 2657 6
2172 343 2671 3
2173 343 2675 0
2171 341 2671 3
2171 343 2672 0
2173 345 2673 6
2172 344 2673 9
2173 344 2675 0
2170 342 2671 0
2172 343 2671 3
2173 345 2672 3
2172 344 2670 3
2172 343 2678 3
2171 341 2674 0
2173 346 2672 0
2173 345 2674 0
2172 344 2675 3
2173 344 2675 6
2170 342 2670 6
2173 345 2671 13
2173 345 2672 9
2172 343 2672 3
2172 343 2659 6
2172 341 2668 6
2172 343 2668 6
2173 345 2677 6
2173 344 2668 6
2173 343 2676 0
2171 341 2671 0
2173 343 2666 3
2173 344 2657 0
2173 345 2670 0
2173 344 2672 3
2171 340 2667 6
2173 344 2674 3
2174 344 2675 0
